"strap_number","term","estimate","std_error","statistic","p_value"
2904,"(Intercept)",8.52080234481033,0.210873187975871,40.4072344454967,3.25204640285495e-136
2904,"tmin",0.987265465980991,0.0143891818768715,68.6116468906322,1.46198813197534e-209
2904,"prcp",-0.00176279801807055,0.00175731508523782,-1.00312006246278,0.316472981299727
2905,"(Intercept)",8.14131771005159,0.222483852671936,36.5928475809721,1.09902745291261e-123
2905,"tmin",1.01282404695666,0.0158834066890062,63.7661722568428,6.32642857459172e-199
2905,"prcp",-0.00387605194492584,0.00204621794246816,-1.89425176296251,0.0589884583289003
2906,"(Intercept)",8.17279651492278,0.223549834652586,36.5591704758983,1.42895867980787e-123
2906,"tmin",1.00529853400233,0.0165315656716176,60.8108484079212,4.22937718027733e-192
2906,"prcp",-0.00326648722858246,0.00226451626964855,-1.44246578060109,0.150035660448408
2907,"(Intercept)",7.71922031911577,0.215247817566287,35.8620143348891,3.37903253286754e-121
2907,"tmin",1.02142130085802,0.0148567960696373,68.7511153865463,7.38559553911691e-210
2907,"prcp",-0.0019631194866578,0.00185370060140141,-1.05902726965383,0.290293482784088
2908,"(Intercept)",7.81326425459281,0.237959435488028,32.8344376787106,1.38649474672021e-110
2908,"tmin",1.01043217788592,0.0164149872655819,61.5554652305181,7.60617325508264e-194
2908,"prcp",0.0027223118949001,0.00216221622279032,1.25903777161887,0.208827955105365
2909,"(Intercept)",8.51729349653027,0.263068491006067,32.3767147633573,6.16387042349304e-109
2909,"tmin",0.986156889343574,0.0182888029303463,53.9213470175931,4.49227279411045e-175
2909,"prcp",0.000461555528292251,0.00209582998343219,0.220225653770061,0.825819560629329
2910,"(Intercept)",7.86052609754993,0.236984292169976,33.168975148412,8.80466756958836e-112
2910,"tmin",1.01536882523754,0.0160829762753795,63.1331420162515,1.74032827430786e-197
2910,"prcp",0.000700836356196755,0.00211981769480773,0.330611617175091,0.741129137534908
2911,"(Intercept)",8.07505686705207,0.204746420152168,39.4393067339135,4.17133872967216e-133
2911,"tmin",1.02432404977419,0.0153064253770534,66.9211801280398,6.32547091085499e-206
2911,"prcp",-0.0065882109855334,0.00199354496521741,-3.30477170090563,0.00104550652078667
2912,"(Intercept)",7.99859634740891,0.217282470112512,36.8119726513931,1.99826195686197e-124
2912,"tmin",1.03025130066271,0.0159442533721981,64.6158384850523,7.72255185805037e-201
2912,"prcp",0.00143798356725065,0.00220709132049213,0.651528803497815,0.515118590739769
2913,"(Intercept)",8.05535068783665,0.242410003286116,33.2302734154454,5.32116997953057e-112
2913,"tmin",1.01593961544454,0.0167178107052115,60.7698958529202,5.28157848814441e-192
2913,"prcp",-0.00138946607695431,0.00229970859027217,-0.604192236717203,0.546094301281429
2914,"(Intercept)",7.95949412063557,0.230858796445823,34.4777597526091,2.08720594785702e-116
2914,"tmin",1.01866324564287,0.0164205127231368,62.0360193873576,5.80971229588256e-195
2914,"prcp",-0.00449093314585533,0.00192710101916034,-2.33040878563392,0.0203334181648786
2915,"(Intercept)",7.93675424060557,0.210610589890543,37.6844974639234,2.38722316699171e-127
2915,"tmin",1.02887922722681,0.0148230822139677,69.4106132837411,2.97182828087556e-211
2915,"prcp",-0.00559067702240109,0.00220080661741046,-2.54028544724173,0.0114933714259668
2916,"(Intercept)",8.58923364895315,0.260197646265867,33.0104202409917,3.24616594109487e-111
2916,"tmin",0.964277508062903,0.017880727438795,53.9283153531414,4.30916658858873e-175
2916,"prcp",0.00357650000434699,0.00218542021816974,1.63652737108027,0.102598304504096
2917,"(Intercept)",8.19465102714601,0.241920468596574,33.8733265303457,2.77972860263601e-114
2917,"tmin",1.00429105873164,0.0173199790031324,57.9845425072406,2.59113394490358e-185
2917,"prcp",0.00180157223530216,0.00205702102452496,0.875816150551113,0.38171075133767
2918,"(Intercept)",7.874023868634,0.227356987775969,34.6328650183949,5.99247945170335e-117
2918,"tmin",1.01464891681472,0.0160823314942584,63.0909092488833,2.17317193397327e-197
2918,"prcp",-5.92939672491059e-05,0.00211850426614353,-0.0279885994079413,0.977686667054084
2919,"(Intercept)",8.22919720235172,0.235620419136488,34.9256538652739,5.72949414077996e-118
2919,"tmin",0.991102783044403,0.0164897118003186,60.1043120126123,1.98820842591642e-190
2919,"prcp",0.00540973866381215,0.0020618635585163,2.62371321393592,0.00906569377311729
2920,"(Intercept)",7.9089745877945,0.216511226535823,36.5291662438848,1.80570785423503e-123
2920,"tmin",1.02977519582176,0.0148844527516256,69.1846192134468,8.91029945728437e-211
2920,"prcp",-0.00737722102697971,0.0021374568680967,-3.45140111928844,0.000623579026241434
2921,"(Intercept)",8.25453906789151,0.239380579040553,34.4829104390007,2.00238305264797e-116
2921,"tmin",1.01396806268443,0.0169993131632902,59.6475900493483,2.44336014839493e-189
2921,"prcp",-0.00554315769375637,0.00227262231163393,-2.43910203001177,0.0152035263802942
2922,"(Intercept)",8.05013279851503,0.210732101197328,38.200790258229,4.64830471049059e-129
2922,"tmin",0.999214708787781,0.0147241776992768,67.8621739831933,5.854437200907e-208
2922,"prcp",0.00280778761945005,0.00222302465663403,1.26304834769643,0.207384718514334
2923,"(Intercept)",7.76417845797525,0.213706128453186,36.3310987577788,8.48652092540288e-123
2923,"tmin",1.04983836991455,0.0152260853504191,68.9499858797027,2.79517954003727e-210
2923,"prcp",-0.0088149478599223,0.00225470624921454,-3.90957707372883,0.000110379396230557
2924,"(Intercept)",8.15279526523332,0.257036235560073,31.7184666491426,1.51270225584466e-106
2924,"tmin",1.00041786593428,0.0181758461504319,55.0410615084632,5.90959350833089e-178
2924,"prcp",-0.00019415987745665,0.00200305109393341,-0.0969320643116382,0.922833987521905
2925,"(Intercept)",7.86319572932917,0.218411657052773,36.0017218651898,1.12463823578175e-121
2925,"tmin",1.05006237496862,0.0157930567129278,66.4888624194625,5.54064980377486e-205
2925,"prcp",-0.00758821308017597,0.00190660509120461,-3.97996056717843,8.32949318507687e-05
2926,"(Intercept)",7.92485787135989,0.207532964841643,38.186019639853,5.20043189034013e-129
2926,"tmin",1.02506367574521,0.0143107690258136,71.628832377646,7.28051165848506e-216
2926,"prcp",-0.00591442266392011,0.00182308349474106,-3.24418639134253,0.00128749777892336
2927,"(Intercept)",7.84589564562218,0.203686599112907,38.5194493883864,4.15382179336877e-130
2927,"tmin",1.04575484322534,0.0147137446593711,71.0733309184693,1.0118650542003e-214
2927,"prcp",-0.00745557523603842,0.00198043212668298,-3.76462042580865,0.000194565867312725
2928,"(Intercept)",8.00569330785832,0.241439430236793,33.1581850570418,9.62126308949793e-112
2928,"tmin",1.01193338691895,0.0154005825479041,65.707474621255,2.88593597779175e-203
